Índice;Data de Referência;Número Índice;Variação Diária (%);Variação no Mês (%);Variação no Ano (%);Variação 12 Meses (%)
IHFA;07/08/2014;1.958,25;-0,0653;-0,278;2,1039;6,1325
IHFA;08/08/2014;1.958,76;0,026;-0,2521;2,1305;6,2177
IHFA;11/08/2014;1.961,44;0,1368;-0,1156;2,2702;6,3982
IHFA;12/08/2014;1.961,02;-0,0214;-0,137;2,2483;6,3569
IHFA;13/08/2014;1.959,73;-0,0658;-0,2027;2,181;5,999
IHFA;14/08/2014;1.961,01;0,0653;-0,1375;2,2478;6,0527
IHFA;15/08/2014;1.962,77;0,0897;-0,0479;2,3395;6,1961
IHFA;18/08/2014;1.964,94;0,1106;0,0626;2,4527;6,108
IHFA;19/08/2014;1.966,78;0,0936;0,1563;2,5486;6,2286
IHFA;20/08/2014;1.968,38;0,0814;0,2378;2,632;6,311
IHFA;21/08/2014;1.968,02;-0,0183;0,2195;2,6133;6,0573
IHFA;22/08/2014;1.971,93;0,1987;0,4186;2,8171;6,1273
IHFA;25/08/2014;1.976,81;0,2475;0,6671;3,0716;6,7259
IHFA;26/08/2014;1.976,51;-0,0152;0,6518;3,0559;6,6884
IHFA;27/08/2014;1.978,29;0,0901;0,7425;3,1488;6,9178
IHFA;28/08/2014;1.976,38;-0,0965;0,6452;3,0492;6,9846
IHFA;29/08/2014;1.981,06;0,2368;0,8835;3,2932;6,8516
IHFA;01/09/2014;1.982,87;0,0914;0,0914;3,3876;6,7822
IHFA;02/09/2014;1.987,77;0,2471;0,3387;3,643;7,0109
IHFA;03/09/2014;1.986,15;-0,0815;0,2569;3,5586;6,9893
IHFA;04/09/2014;1.986,90;0,0378;0,2948;3,5977;7,0367
IHFA;05/09/2014;1.986,93;0,0015;0,2963;3,5992;7,1676
IHFA;08/09/2014;1.986,37;-0,0282;0,268;3,5701;7,3998
IHFA;09/09/2014;1.984,23;-0,1077;0,16;3,4585;7,2777
IHFA;10/09/2014;1.985,93;0,0857;0,2458;3,5471;7,1651
IHFA;11/09/2014;1.987,25;0,0665;0,3125;3,6159;7,256
IHFA;12/09/2014;1.987,99;0,0372;0,3498;3,6545;7,1456
IHFA;15/09/2014;1.987,37;-0,0312;0,3185;3,6222;7,0926
IHFA;16/09/2014;1.986,93;-0,0221;0,2963;3,5992;7,0037
IHFA;17/09/2014;1.991,96;0,2532;0,5502;3,8615;7,3931
IHFA;18/09/2014;1.994,55;0,13;0,6809;3,9966;7,7722
IHFA;19/09/2014;1.998,21;0,1835;0,8657;4,1874;8,0552
IHFA;22/09/2014;1.998,08;-0,0065;0,8591;4,1806;8,1101
IHFA;23/09/2014;1.999,41;0,0666;0,9263;4,25;8,2049
IHFA;24/09/2014;2.001,23;0,091;1,0181;4,3449;8,3298
IHFA;25/09/2014;2.004,32;0,1544;1,1741;4,506;8,3077
IHFA;26/09/2014;2.006,72;0,1197;1,2953;4,6311;8,2677
IHFA;29/09/2014;2.009,19;0,1231;1,4199;4,7599;8,3454
IHFA;30/09/2014;2.008,75;-0,0219;1,3977;4,737;8,5799
IHFA;01/10/2014;2.010,60;0,0921;0,0921;4,8334;8,5678
IHFA;02/10/2014;2.007,33;-0,1626;-0,0707;4,6629;8,6664
IHFA;03/10/2014;2.009,05;0,0857;0,0149;4,7526;8,7819
IHFA;06/10/2014;1.999,02;-0,4992;-0,4844;4,2296;8,1194
IHFA;07/10/2014;1.992,21;-0,3407;-0,8234;3,8746;7,7662
IHFA;08/10/2014;1.992,28;0,0035;-0,8199;3,8782;7,8476
IHFA;09/10/2014;1.991,28;-0,0502;-0,8697;3,8261;7,7509
IHFA;10/10/2014;1.987,22;-0,2039;-1,0718;3,6144;7,5708
IHFA;13/10/2014;1.986,64;-0,0292;-1,1007;3,5841;7,4475
IHFA;14/10/2014;1.986,78;0,007;-1,0937;3,5914;7,3953
IHFA;15/10/2014;1.985,23;-0,078;-1,1709;3,5106;7,2854
IHFA;16/10/2014;1.988,47;0,1632;-1,0096;3,6795;7,4907
IHFA;17/10/2014;1.986,86;-0,081;-1,0897;3,5956;7,4443
IHFA;20/10/2014;1.989,74;0,145;-0,9464;3,7458;7,3319
IHFA;21/10/2014;1.992,67;0,1473;-0,8005;3,8985;7,4308
IHFA;22/10/2014;1.993,93;0,0632;-0,7378;3,9642;7,4999
IHFA;23/10/2014;2.001,32;0,3706;-0,3699;4,3495;8,0376
IHFA;24/10/2014;1.996,65;-0,2333;-0,6024;4,1061;7,6216
IHFA;27/10/2014;2.007,18;0,5274;-0,0782;4,6551;8,2621
IHFA;28/10/2014;2.002,18;-0,2491;-0,3271;4,3944;8,0076
IHFA;29/10/2014;2.000,78;-0,0699;-0,3968;4,3214;7,8105
IHFA;30/10/2014;1.991,31;-0,4733;-0,8682;3,8276;7,202
IHFA;31/10/2014;2.005,30;0,7026;-0,1717;4,5571;7,6128
IHFA;03/11/2014;2.013,70;0,4189;0,4189;4,995;7,846
IHFA;04/11/2014;2.015,09;0,069;0,4882;5,0675;7,9343
IHFA;05/11/2014;2.021,11;0,2987;0,7884;5,3814;8,0224
IHFA;06/11/2014;2.029,74;0,427;1,2188;5,8314;8,4889
IHFA;07/11/2014;2.030,38;0,0315;1,2507;5,8647;8,5562
IHFA;10/11/2014;2.029,68;-0,0345;1,2158;5,8282;8,4515
IHFA;11/11/2014;2.032,91;0,1591;1,3769;5,9967;8,3768
IHFA;12/11/2014;2.033,19;0,0138;1,3908;6,0113;8,3992
IHFA;13/11/2014;2.040,94;0,3812;1,7773;6,4154;8,7145
IHFA;14/11/2014;2.043,58;0,1294;1,9089;6,553;8,6664
IHFA;17/11/2014;2.043,45;-0,0064;1,9025;6,5462;8,6595
IHFA;18/11/2014;2.042,65;-0,0391;1,8626;6,5045;8,7748
IHFA;19/11/2014;2.040,26;-0,117;1,7434;6,3799;8,7165
IHFA;20/11/2014;2.040,38;0,0059;1,7494;6,3862;8,7229
IHFA;21/11/2014;2.033,22;-0,3509;1,3923;6,0128;8,0667
IHFA;24/11/2014;2.037,50;0,2105;1,6057;6,236;8,2964
IHFA;25/11/2014;2.036,16;-0,0658;1,5389;6,1661;8,2736
IHFA;26/11/2014;2.033,84;-0,1139;1,4232;6,0452;8,0009
IHFA;27/11/2014;2.035,58;0,0856;1,51;6,1359;7,8007
IHFA;28/11/2014;2.042,95;0,3621;1,8775;6,5202;7,8296
IHFA;01/12/2014;2.039,79;-0,1547;-0,1547;6,3554;7,5839
IHFA;02/12/2014;2.043,46;0,1799;0,025;6,5467;7,5822
IHFA;03/12/2014;2.040,09;-0,1649;-0,14;6,371;7,372
IHFA;04/12/2014;2.047,73;0,3745;0,234;6,7694;7,7509
IHFA;05/12/2014;2.051,86;0,2017;0,4361;6,9847;8,1731
IHFA;08/12/2014;2.054,43;0,1253;0,5619;7,1187;8,3749
IHFA;09/12/2014;2.050,46;-0,1932;0,3676;6,9117;8,1312
IHFA;10/12/2014;2.048,85;-0,0785;0,2888;6,8278;8,133
IHFA;11/12/2014;2.053,98;0,2504;0,5399;7,0953;8,2883
IHFA;12/12/2014;2.051,90;-0,1013;0,4381;6,9868;8,084
IHFA;15/12/2014;2.051,61;-0,0141;0,4239;6,9717;8,0523
IHFA;16/12/2014;2.051,20;-0,02;0,4038;6,9503;8,0614
IHFA;17/12/2014;2.050,55;-0,0317;0,372;6,9164;8,0909
IHFA;18/12/2014;2.051,62;0,0522;0,4244;6,9722;7,8347
IHFA;19/12/2014;2.053,66;0,0994;0,5242;7,0786;7,7465
IHFA;22/12/2014;2.055,28;0,0789;0,6035;7,163;7,6305
IHFA;23/12/2014;2.062,89;0,3703;0,976;7,5598;8,0121
IHFA;24/12/2014;2.063,34;0,0218;0,9981;7,5833;7,9989
IHFA;26/12/2014;2.061,88;-0,0708;0,9266;7,5072;7,8649
IHFA;29/12/2014;2.064,90;0,1465;1,0744;7,6646;8,0172
IHFA;30/12/2014;2.060,24;-0,2257;0,8463;7,4217;7,4777
IHFA;31/12/2014;2.060,66;0,0204;0,8669;7,4436;7,4436
IHFA;02/01/2015;2.065,13;0,2169;0,2169;0,2169;7,5353
IHFA;05/01/2015;2.066,05;0,0445;0,2616;0,2616;7,7617
IHFA;06/01/2015;2.061,02;-0,2435;0,0175;0,0175;7,5212
IHFA;07/01/2015;2.063,36;0,1135;0,131;0,131;7,704
IHFA;08/01/2015;2.066,41;0,1478;0,279;0,279;7,532
IHFA;09/01/2015;2.061,05;-0,2594;0,0189;0,0189;7,2542
IHFA;12/01/2015;2.059,46;-0,0771;-0,0582;-0,0582;7,381
IHFA;13/01/2015;2.058,14;-0,0641;-0,1223;-0,1223;7,5696
IHFA;14/01/2015;2.057,55;-0,0287;-0,1509;-0,1509;7,315
IHFA;15/01/2015;2.058,15;0,0292;-0,1218;-0,1218;7,2774
IHFA;16/01/2015;2.062,61;0,2167;0,0946;0,0946;7,4746
IHFA;19/01/2015;2.064,13;0,0737;0,1684;0,1684;7,7678
IHFA;20/01/2015;2.063,00;-0,0547;0,1136;0,1136;7,8236
IHFA;21/01/2015;2.065,08;0,1008;0,2145;0,2145;7,6622
IHFA;22/01/2015;2.063,83;-0,0605;0,1538;0,1538;7,3983
IHFA;23/01/2015;2.071,02;0,3484;0,5028;0,5028;7,7254
IHFA;26/01/2015;2.072,07;0,0507;0,5537;0,5537;8,0599
IHFA;27/01/2015;2.067,01;-0,2442;0,3082;0,3082;7,6041
IHFA;28/01/2015;2.065,54;-0,0711;0,2368;0,2368;7,3672
IHFA;29/01/2015;2.074,30;0,4241;0,6619;0,6619;7,8416
IHFA;30/01/2015;2.084,60;0,4966;1,1618;1,1618;8,6703
IHFA;02/02/2015;2.090,79;0,2969;0,2969;1,4622;8,8477
IHFA;03/02/2015;2.094,32;0,1688;0,4663;1,6335;9,3092
IHFA;04/02/2015;2.100,82;0,3104;0,7781;1,9489;9,6381
IHFA;05/02/2015;2.103,18;0,1123;0,8913;2,0634;9,7676
IHFA;06/02/2015;2.110,84;0,3642;1,2588;2,4351;10,0066
IHFA;09/02/2015;2.108,57;-0,1075;1,1499;2,325;9,7533
IHFA;10/02/2015;2.116,60;0,3808;1,5351;2,7147;9,987
IHFA;11/02/2015;2.119,81;0,1517;1,6891;2,8704;9,9116
IHFA;12/02/2015;2.117,69;-0,1;1,5874;2,7676;9,6158
IHFA;13/02/2015;2.121,13;0,1624;1,7524;2,9345;10,0388
IHFA;18/02/2015;2.124,30;0,1494;1,9044;3,0883;10,2067
IHFA;19/02/2015;2.130,35;0,2848;2,1947;3,3819;10,5171
IHFA;20/02/2015;2.133,36;0,1413;2,3391;3,528;10,8256
IHFA;23/02/2015;2.135,20;0,0862;2,4273;3,6173;11,0787
IHFA;24/02/2015;2.132,11;-0,1447;2,2791;3,4673;11,0277
IHFA;25/02/2015;2.139,43;0,3433;2,6302;3,8226;11,5704
IHFA;26/02/2015;2.144,41;0,2328;2,8691;4,0642;11,5939
IHFA;27/02/2015;2.145,44;0,048;2,9185;4,1142;11,9136
IHFA;02/03/2015;2.153,01;0,3528;0,3528;4,4816;12,0402
IHFA;03/03/2015;2.155,64;0,1222;0,4754;4,6092;12,1771
IHFA;04/03/2015;2.165,60;0,462;0,9397;5,0925;12,6954
IHFA;05/03/2015;2.171,26;0,2614;1,2035;5,3672;13,0682
IHFA;06/03/2015;2.177,65;0,2943;1,5013;5,6773;13,2394
IHFA;09/03/2015;2.185,94;0,3807;1,8877;6,0796;13,311
IHFA;10/03/2015;2.182,20;-0,1711;1,7134;5,8981;13,1623
IHFA;11/03/2015;2.190,14;0,3639;2,0835;6,2834;13,4611
IHFA;12/03/2015;2.196,02;0,2685;2,3576;6,5688;13,9032
IHFA;13/03/2015;2.209,10;0,5956;2,9672;7,2035;14,5656
IHFA;16/03/2015;2.211,50;0,1086;3,0791;7,32;14,8557
IHFA;17/03/2015;2.214,14;0,1194;3,2021;7,4481;14,8866
IHFA;18/03/2015;2.212,57;-0,0709;3,129;7,3719;14,7771
IHFA;19/03/2015;2.219,76;0,325;3,4641;7,7208;14,8742
IHFA;20/03/2015;2.215,24;-0,2036;3,2534;7,5015;14,6539
IHFA;23/03/2015;2.208,91;-0,2857;2,9584;7,1943;14,4187
IHFA;24/03/2015;2.205,12;-0,1716;2,7817;7,0104;14,3266
IHFA;25/03/2015;2.208,48;0,1524;2,9383;7,1734;14,7358
IHFA;26/03/2015;2.207,74;-0,0335;2,9038;7,1375;14,7552
IHFA;27/03/2015;2.211,88;0,1875;3,0968;7,3384;15,5433
IHFA;30/03/2015;2.214,36;0,1121;3,2124;7,4588;15,4407
IHFA;31/03/2015;2.214,80;0,0199;3,2329;7,4801;15,2161
IHFA;01/04/2015;2.214,17;-0,0284;-0,0284;7,4496;15,0206
IHFA;02/04/2015;2.209,41;-0,215;-0,2434;7,2186;14,5401
IHFA;06/04/2015;2.210,44;0,0466;-0,1969;7,2685;15,0181
IHFA;07/04/2015;2.212,21;0,0801;-0,1169;7,3544;15,5986
IHFA;08/04/2015;2.207,50;-0,2129;-0,3296;7,1259;15,7753
IHFA;09/04/2015;2.207,10;-0,0181;-0,3477;7,1065;15,7289
IHFA;10/04/2015;2.215,32;0,3724;0,0235;7,5054;16,1313
IHFA;13/04/2015;2.218,85;0,1593;0,1829;7,6767;16,1507
IHFA;14/04/2015;2.213,48;-0,242;-0,0596;7,4161;15,6819
IHFA;15/04/2015;2.212,72;-0,0343;-0,0939;7,3792;15,3522
IHFA;16/04/2015;2.208,89;-0,1731;-0,2668;7,1933;14,8967
IHFA;17/04/2015;2.209,73;0,038;-0,2289;7,2341;14,9596
IHFA;20/04/2015;2.202,66;-0,3199;-0,5481;6,891;14,5918
IHFA;22/04/2015;2.201,25;-0,064;-0,6118;6,8226;14,5065
IHFA;23/04/2015;2.195,22;-0,2739;-0,8841;6,5299;14,5043
IHFA;24/04/2015;2.191,39;-0,1745;-1,057;6,3441;14,2861
IHFA;27/04/2015;2.189,85;-0,0703;-1,1265;6,2694;14,0036
IHFA;28/04/2015;2.192,53;0,1224;-1,0055;6,3994;14,2145
IHFA;29/04/2015;2.197,57;0,2299;-0,7779;6,644;14,39
IHFA;30/04/2015;2.197,41;-0,0073;-0,7852;6,6362;14,3871
IHFA;04/05/2015;2.206,99;0,436;0,436;7,1011;14,9504
IHFA;05/05/2015;2.199,35;-0,3462;0,0883;6,7304;14,3315
IHFA;06/05/2015;2.196,09;-0,1482;-0,0601;6,5722;14,4846
IHFA;07/05/2015;2.193,51;-0,1175;-0,1775;6,447;14,2804
IHFA;08/05/2015;2.197,71;0,1915;0,0137;6,6508;14,587
IHFA;11/05/2015;2.205,02;0,3326;0,3463;7,0055;14,9172
IHFA;12/05/2015;2.200,95;-0,1846;0,1611;6,808;14,5529
IHFA;13/05/2015;2.203,21;0,1027;0,2639;6,9177;14,6436
IHFA;14/05/2015;2.208,27;0,2297;0,4942;7,1632;15,0332
IHFA;15/05/2015;2.210,65;0,1078;0,6025;7,2787;15,0781
IHFA;18/05/2015;2.215,06;0,1995;0,8032;7,4927;15,2639
IHFA;19/05/2015;2.217,07;0,0907;0,8947;7,5903;15,3642
IHFA;20/05/2015;2.218,99;0,0866;0,9821;7,6835;15,4491
IHFA;21/05/2015;2.222,46;0,1564;1,14;7,8519;15,6351
IHFA;22/05/2015;2.232,15;0,436;1,581;8,3221;15,88
IHFA;25/05/2015;2.233,96;0,0811;1,6633;8,4099;15,8807
IHFA;26/05/2015;2.241,52;0,3384;2,0074;8,7768;16,2029
IHFA;27/05/2015;2.244,25;0,1218;2,1316;8,9093;16,1374
IHFA;28/05/2015;2.247,62;0,1502;2,285;9,0728;16,2017
IHFA;29/05/2015;2.245,96;-0,0739;2,2094;8,9923;16,1766
IHFA;01/06/2015;2.247,60;0,073;0,073;9,0719;16,0195
IHFA;02/06/2015;2.237,78;-0,4369;-0,3642;8,5953;15,2693
IHFA;03/06/2015;2.238,89;0,0496;-0,3148;8,6492;15,2433
IHFA;05/06/2015;2.240,57;0,075;-0,24;8,7307;15,1775
IHFA;08/06/2015;2.237,87;-0,1205;-0,3602;8,5997;14,9648
IHFA;09/06/2015;2.235,28;-0,1157;-0,4755;8,474;14,8831
IHFA;10/06/2015;2.237,66;0,1065;-0,3696;8,5895;15,0663
IHFA;11/06/2015;2.236,56;-0,0492;-0,4185;8,5361;14,9329
IHFA;12/06/2015;2.237,46;0,0402;-0,3785;8,5798;14,9939
IHFA;15/06/2015;2.236,91;-0,0246;-0,4029;8,5531;14,8512
IHFA;16/06/2015;2.234,48;-0,1086;-0,5111;8,4352;14,7323
IHFA;17/06/2015;2.232,37;-0,0944;-0,6051;8,3328;14,3896
IHFA;18/06/2015;2.232,14;-0,0103;-0,6153;8,3216;14,5363
IHFA;19/06/2015;2.238,99;0,3069;-0,3103;8,654;14,8878
IHFA;22/06/2015;2.245,01;0,2689;-0,0423;8,9462;15,2097
IHFA;23/06/2015;2.249,82;0,2143;0,1719;9,1796;15,4849
IHFA;24/06/2015;2.248,57;-0,0556;0,1162;9,1189;15,3343
IHFA;25/06/2015;2.249,53;0,0427;0,159;9,1655;15,5098
IHFA;26/06/2015;2.250,99;0,0649;0,224;9,2364;15,5848
IHFA;29/06/2015;2.243,37;-0,3385;-0,1153;8,8666;15,2148
IHFA;30/06/2015;2.242,57;-0,0357;-0,1509;8,8278;15,0532
IHFA;01/07/2015;2.251,92;0,4169;0,4169;9,2815;15,5435
IHFA;02/07/2015;2.251,56;-0,016;0,4009;9,264;15,3599
IHFA;03/07/2015;2.261,00;0,4193;0,8218;9,7221;15,7439
IHFA;06/07/2015;2.260,62;-0,0168;0,8049;9,7037;15,6665
IHFA;07/07/2015;2.266,80;0,2734;1,0805;10,0036;15,9477
IHFA;08/07/2015;2.268,05;0,0551;1,1362;10,0643;16,1167
IHFA;09/07/2015;2.269,57;0,067;1,204;10,138;16,1714
IHFA;10/07/2015;2.272,88;0,1458;1,3516;10,2986;16,4242
IHFA;13/07/2015;2.272,20;-0,0299;1,3213;10,2656;16,4216
IHFA;14/07/2015;2.274,64;0,1074;1,4301;10,3841;16,5568
IHFA;15/07/2015;2.277,78;0,138;1,5701;10,5364;16,6238
IHFA;16/07/2015;2.284,85;0,3104;1,8853;10,8795;16,905
IHFA;17/07/2015;2.293,74;0,3891;2,2818;11,3109;17,2099
IHFA;20/07/2015;2.301,23;0,3265;2,6157;11,6744;17,4528
IHFA;21/07/2015;2.297,91;-0,1443;2,4677;11,5133;17,3313
IHFA;22/07/2015;2.303,44;0,2407;2,7143;11,7817;17,4398
IHFA;23/07/2015;2.299,52;-0,1702;2,5395;11,5914;17,2686
IHFA;24/07/2015;2.300,64;0,0487;2,5894;11,6458;17,4371
IHFA;27/07/2015;2.298,53;-0,0917;2,4954;11,5434;17,1793
IHFA;28/07/2015;2.302,65;0,1792;2,6791;11,7433;17,415
IHFA;29/07/2015;2.300,36;-0,0995;2,577;11,6322;17,2493
IHFA;30/07/2015;2.317,38;0,7399;3,3359;12,4581;17,964
IHFA;31/07/2015;2.326,23;0,3819;3,7305;12,8876;18,461
IHFA;03/08/2015;2.327,36;0,0486;0,0486;12,9425;18,8556
IHFA;04/08/2015;2.325,90;-0,0627;-0,0142;12,8716;18,732
IHFA;05/08/2015;2.327,19;0,0555;0,0413;12,9342;18,8451
IHFA;06/08/2015;2.319,67;-0,3231;-0,282;12,5693;18,3789
IHFA;07/08/2015;2.312,21;-0,3216;-0,6027;12,2073;18,0753
IHFA;10/08/2015;2.313,01;0,0346;-0,5683;12,2461;18,0854
IHFA;11/08/2015;2.316,46;0,1492;-0,42;12,4135;18,1
IHFA;12/08/2015;2.312,51;-0,1705;-0,5898;12,2218;17,9238
IHFA;13/08/2015;2.318,59;0,2629;-0,3284;12,5169;18,3117
IHFA;14/08/2015;2.319,43;0,0362;-0,2923;12,5576;18,2773
IHFA;17/08/2015;2.323,50;0,1755;-0,1174;12,7551;18,3786
IHFA;18/08/2015;2.326,00;0,1076;-0,0099;12,8765;18,3751
IHFA;19/08/2015;2.326,75;0,0322;0,0224;12,9129;18,3025
IHFA;20/08/2015;2.315,98;-0,4629;-0,4406;12,3902;17,6592
IHFA;21/08/2015;2.308,07;-0,3415;-0,7807;12,0063;17,2788
IHFA;24/08/2015;2.295,85;-0,5294;-1,306;11,4133;16,4265
IHFA;25/08/2015;2.300,72;0,2121;-1,0966;11,6497;16,3855
IHFA;26/08/2015;2.315,01;0,6211;-0,4823;12,3431;17,1261
IHFA;27/08/2015;2.314,05;-0,0415;-0,5236;12,2965;16,9722
IHFA;28/08/2015;2.315,90;0,0799;-0,4441;12,3863;17,1789
IHFA;31/08/2015;2.309,67;-0,269;-0,7119;12,084;16,5876
IHFA;01/09/2015;2.305,87;-0,1645;-0,1645;11,8996;16,2895
IHFA;02/09/2015;2.309,34;0,1505;-0,0143;12,068;16,1774
IHFA;03/09/2015;2.314,04;0,2035;0,1892;12,2961;16,5088
IHFA;04/09/2015;2.313,96;-0,0035;0,1857;12,2922;16,4608
IHFA;08/09/2015;2.319,25;0,2286;0,4148;12,5489;16,7582
IHFA;09/09/2015;2.320,70;0,0625;0,4776;12,6193;16,9572
IHFA;10/09/2015;2.318,27;-0,1047;0,3723;12,5013;16,7347
IHFA;11/09/2015;2.326,41;0,3511;0,7248;12,8964;17,0668
IHFA;14/09/2015;2.330,85;0,1909;0,917;13,1118;17,2466
IHFA;15/09/2015;2.337,46;0,2836;1,2032;13,4326;17,6157
IHFA;16/09/2015;2.338,17;0,0304;1,2339;13,467;17,6775
IHFA;17/09/2015;2.339,13;0,0411;1,2755;13,5136;17,4286
IHFA;18/09/2015;2.334,91;-0,1804;1,0928;13,3088;17,0645
IHFA;21/09/2015;2.335,62;0,0304;1,1235;13,3433;16,8856
IHFA;22/09/2015;2.337,66;0,0873;1,2119;13,4423;16,9953
IHFA;23/09/2015;2.334,25;-0,1459;1,0642;13,2768;16,7469
IHFA;24/09/2015;2.345,57;0,485;1,5543;13,8262;17,2064
IHFA;25/09/2015;2.337,96;-0,3244;1,2249;13,4569;16,646
IHFA;28/09/2015;2.327,31;-0,4555;0,7637;12,94;15,9758
IHFA;29/09/2015;2.332,22;0,211;0,9763;13,1783;16,0776
IHFA;30/09/2015;2.337,30;0,2178;1,1963;13,4248;16,3559
IHFA;01/10/2015;2.338,24;0,0402;0,0402;13,4704;16,2956
IHFA;02/10/2015;2.347,50;0,396;0,4364;13,9198;16,9464
IHFA;05/10/2015;2.346,91;-0,0251;0,4112;13,8912;16,8169
IHFA;06/10/2015;2.345,30;-0,0686;0,3423;13,8131;17,3225
IHFA;07/10/2015;2.342,70;-0,1109;0,231;13,6869;17,593
IHFA;08/10/2015;2.340,40;-0,0982;0,1326;13,5753;17,4734
IHFA;09/10/2015;2.331,18;-0,3939;-0,2618;13,1278;17,0694
IHFA;13/10/2015;2.335,73;0,1952;-0,0672;13,3486;17,5719
IHFA;14/10/2015;2.332,09;-0,1558;-0,2229;13,172;17,3804
IHFA;15/10/2015;2.336,11;0,1724;-0,0509;13,3671;17,6745
IHFA;16/10/2015;2.339,81;0,1584;0,1074;13,5466;17,6689
IHFA;19/10/2015;2.345,10;0,2261;0,3337;13,8033;18,0305
IHFA;20/10/2015;2.344,83;-0,0115;0,3222;13,7902;17,8461
IHFA;21/10/2015;2.348,25;0,1459;0,4685;13,9562;17,8444
IHFA;22/10/2015;2.358,62;0,4416;0,9122;14,4594;18,29
IHFA;23/10/2015;2.360,28;0,0704;0,9832;14,54;17,9362
IHFA;26/10/2015;2.361,96;0,0712;1,0551;14,6215;18,2961
IHFA;27/10/2015;2.367,65;0,2409;1,2985;14,8977;17,959
IHFA;28/10/2015;2.365,49;-0,0912;1,2061;14,7928;18,1457
IHFA;29/10/2015;2.360,13;-0,2266;0,9768;14,5327;17,9605
IHFA;30/10/2015;2.358,27;-0,0788;0,8972;14,4425;18,4281
IHFA;03/11/2015;2.349,50;-0,3719;-0,3719;14,0169;16,6758
IHFA;04/11/2015;2.361,36;0,5048;0,131;14,5924;17,1838
IHFA;05/11/2015;2.357,89;-0,1469;-0,0161;14,424;16,6631
IHFA;06/11/2015;2.363,85;0,2528;0,2366;14,7132;16,4607
IHFA;09/11/2015;2.364,39;0,0228;0,2595;14,7395;16,4506
IHFA;10/11/2015;2.368,40;0,1696;0,4296;14,9341;16,6883
IHFA;11/11/2015;2.369,61;0,0511;0,4809;14,9928;16,5625
IHFA;12/11/2015;2.370,57;0,0405;0,5216;15,0394;16,5936
IHFA;13/11/2015;2.375,78;0,2198;0,7425;15,2922;16,4062
IHFA;16/11/2015;2.380,21;0,1865;0,9303;15,5072;16,4726
IHFA;17/11/2015;2.380,91;0,0294;0,96;15,5411;16,5142
IHFA;18/11/2015;2.384,08;0,1331;1,0944;15,695;16,7151
IHFA;19/11/2015;2.384,19;0,0046;1,0991;15,7003;16,8572
IHFA;20/11/2015;2.387,11;0,1225;1,2229;15,842;16,9934
IHFA;23/11/2015;2.388,09;0,0411;1,2645;15,8896;17,4536
IHFA;24/11/2015;2.380,45;-0,3199;0,9405;15,5188;16,8319
IHFA;25/11/2015;2.383,37;0,1227;1,0643;15,6605;17,0522
IHFA;26/11/2015;2.381,77;-0,0671;0,9965;15,5829;17,107
IHFA;27/11/2015;2.382,84;0,0449;1,0419;15,6348;17,0595
IHFA;30/11/2015;2.393,17;0,4335;1,4799;16,1361;17,1429
IHFA;01/12/2015;2.393,25;0,0033;0,0033;16,14;17,3283
IHFA;02/12/2015;2.394,13;0,0368;0,0401;16,1827;17,1606
IHFA;03/12/2015;2.379,06;-0,6295;-0,5896;15,4514;16,6154
IHFA;04/12/2015;2.383,31;0,1786;-0,412;15,6576;16,3879
IHFA;07/12/2015;2.388,84;0,232;-0,1809;15,926;16,4231
IHFA;08/12/2015;2.392,29;0,1444;-0,0368;16,0934;16,4454
IHFA;09/12/2015;2.384,93;-0,3077;-0,3443;15,7362;16,3119
IHFA;10/12/2015;2.388,54;0,1514;-0,1935;15,9114;16,5795
IHFA;11/12/2015;2.396,00;0,3123;0,1183;16,2734;16,6516
IHFA;14/12/2015;2.393,64;-0,0985;0,0196;16,1589;16,6548
IHFA;15/12/2015;2.396,43;0,1166;0,1362;16,2943;16,8073
IHFA;16/12/2015;2.401,02;0,1915;0,328;16,517;17,0544
IHFA;17/12/2015;2.396,43;-0,1912;0,1362;16,2943;16,8677
IHFA;18/12/2015;2.405,77;0,3897;0,5265;16,7475;17,262
IHFA;21/12/2015;2.414,19;0,35;0,8783;17,1562;17,5555
IHFA;22/12/2015;2.412,54;-0,0683;0,8094;17,0761;17,3825
IHFA;23/12/2015;2.413,50;0,0398;0,8495;17,1227;16,9961
IHFA;24/12/2015;2.414,06;0,0232;0,8729;17,1498;16,9977
IHFA;28/12/2015;2.405,23;-0,3658;0,5039;16,7213;16,6523
IHFA;29/12/2015;2.412,03;0,2827;0,7881;17,0513;16,811
IHFA;30/12/2015;2.420,28;0,342;1,1328;17,4517;17,4756
IHFA;31/12/2015;2.421,18;0,0372;1,1704;17,4954;17,4954
IHFA;04/01/2016;2.428,14;0,2875;0,2875;0,2875;17,5781
IHFA;05/01/2016;2.432,61;0,1841;0,4721;0,4721;17,7421
IHFA;06/01/2016;2.436,09;0,1431;0,6158;0,6158;18,1983
IHFA;07/01/2016;2.436,14;0,0021;0,6179;0,6179;18,0666
IHFA;08/01/2016;2.432,06;-0,1675;0,4494;0,4494;17,6949
IHFA;11/01/2016;2.432,05;-0,0004;0,449;0,449;18,0005
IHFA;12/01/2016;2.434,78;0,1123;0,5617;0,5617;18,2242
IHFA;13/01/2016;2.428,24;-0,2686;0,2916;0,2916;17,9823
IHFA;14/01/2016;2.428,75;0,021;0,3127;0,3127;18,0409
IHFA;15/01/2016;2.432,04;0,1355;0,4485;0,4485;18,1663
