Índice;Data de Referência;Número Índice;Variação Diária (%);Variação no Mês (%);Variação no Ano (%);Variação 12 Meses (%)
IHFA;24/09/2021;4.054,89;0,1284;0,5408;2,4112;7,6599
IHFA;27/09/2021;4.057,13;0,0552;0,5963;2,4678;7,6404
IHFA;28/09/2021;4.035,95;-0,522;0,0712;1,9329;7,5064
IHFA;29/09/2021;4.038,34;0,0592;0,1304;1,9932;7,8262
IHFA;30/09/2021;4.039,30;0,0238;0,1542;2,0175;7,6102
IHFA;01/10/2021;4.050,05;0,2661;0,2661;2,289;7,5853
IHFA;04/10/2021;4.033,15;-0,4173;-0,1523;1,8621;7,6664
IHFA;05/10/2021;4.038,94;0,1436;-0,0089;2,0084;7,418
IHFA;06/10/2021;4.035,78;-0,0782;-0,0871;1,9286;7,6498
IHFA;07/10/2021;4.047,57;0,2921;0,2047;2,2263;7,8346
IHFA;08/10/2021;4.060,84;0,3279;0,5333;2,5615;7,8104
IHFA;11/10/2021;4.059,07;-0,0436;0,4894;2,5168;7,4627
IHFA;13/10/2021;4.056,52;-0,0628;0,4263;2,4524;7,1991
IHFA;14/10/2021;4.061,11;0,1132;0,5399;2,5683;7,1793
IHFA;15/10/2021;4.074,77;0,3364;0,8781;2,9133;7,5847
IHFA;18/10/2021;4.078,05;0,0805;0,9593;2,9961;7,6804
IHFA;19/10/2021;4.061,42;-0,4078;0,5476;2,5761;7,372
IHFA;20/10/2021;4.059,05;-0,0584;0,4889;2,5163;6,895
IHFA;21/10/2021;4.048,86;-0,251;0,2367;2,2589;6,4576
IHFA;22/10/2021;4.033,16;-0,3878;-0,152;1,8624;5,9835
IHFA;25/10/2021;4.043,06;0,2455;0,0931;2,1124;6,2892
IHFA;26/10/2021;4.027,86;-0,376;-0,2832;1,7285;6,1805
IHFA;27/10/2021;4.013,41;-0,3588;-0,641;1,3636;5,9162
IHFA;28/10/2021;4.012,41;-0,0249;-0,6657;1,3383;6,9075
IHFA;29/10/2021;4.009,78;-0,0655;-0,7308;1,2719;7,1217
IHFA;01/11/2021;4.023,42;0,3402;0,3402;1,6164;7,4861
IHFA;03/11/2021;4.040,16;0,4161;0,7576;2,0392;7,4453
IHFA;04/11/2021;4.029,18;-0,2718;0,4838;1,7619;6,5774
IHFA;05/11/2021;4.036,69;0,1864;0,6711;1,9515;5,8873
IHFA;08/11/2021;4.035,95;-0,0183;0,6527;1,9329;5,7331
IHFA;09/11/2021;4.032,66;-0,0815;0,5706;1,8498;5,6287
IHFA;10/11/2021;4.045,02;0,3065;0,8789;2,1619;6,0997
IHFA;11/11/2021;4.062,03;0,4205;1,3031;2,5915;6,5071
IHFA;12/11/2021;4.059,02;-0,0741;1,228;2,5155;6,9773
IHFA;16/11/2021;4.051,69;-0,1806;1,0452;2,3304;6,0052
IHFA;17/11/2021;4.037,47;-0,351;0,6906;1,9712;5,5815
IHFA;18/11/2021;4.037,78;0,0077;0,6983;1,9791;5,8326
IHFA;19/11/2021;4.038,26;0,0119;0,7103;1,9912;5,6746
IHFA;22/11/2021;4.034,06;-0,104;0,6055;1,8851;5,5965
IHFA;23/11/2021;4.045,60;0,2861;0,8933;2,1766;5,6737
IHFA;24/11/2021;4.048,50;0,0717;0,9656;2,2498;5,2685
IHFA;25/11/2021;4.058,96;0,2584;1,2265;2,514;5,3326
IHFA;26/11/2021;4.008,94;-1,2323;-0,0209;1,2507;3,9218
IHFA;29/11/2021;4.018,61;0,2412;0,2202;1,4949;3,9174
IHFA;30/11/2021;3.990,07;-0,7102;-0,4915;0,7741;3,5024
IHFA;01/12/2021;3.979,51;-0,2647;-0,2647;0,5074;2,7832
IHFA;02/12/2021;4.001,40;0,5501;0,284;1,0603;3,1852
IHFA;03/12/2021;4.002,43;0,0257;0,3098;1,0863;3,0094
IHFA;06/12/2021;4.019,49;0,4262;0,7373;1,5171;3,1268
IHFA;07/12/2021;4.031,65;0,3025;1,0421;1,8243;3,5871
IHFA;08/12/2021;4.040,97;0,2312;1,2757;2,0596;3,7098
IHFA;09/12/2021;4.027,29;-0,3385;0,9328;1,7141;3,6417
IHFA;10/12/2021;4.037,68;0,258;1,1932;1,9766;3,6818
IHFA;13/12/2021;4.028,23;-0,234;0,9564;1,7379;3,3664
IHFA;14/12/2021;4.019,14;-0,2257;0,7286;1,5083;3,1578
IHFA;15/12/2021;4.031,45;0,3063;1,0371;1,8192;2,9505
IHFA;16/12/2021;4.021,15;-0,2555;0,7789;1,5591;2,3957
IHFA;17/12/2021;4.017,55;-0,0895;0,6887;1,4681;2,089
IHFA;20/12/2021;3.996,12;-0,5334;0,1516;0,9269;1,5778
IHFA;21/12/2021;4.015,29;0,4797;0,6321;1,4111;2,4345
IHFA;22/12/2021;4.017,47;0,0543;0,6867;1,4661;2,4684
IHFA;23/12/2021;4.021,73;0,106;0,7935;1,5737;2,2223
IHFA;24/12/2021;4.021,88;0,0037;0,7972;1,5775;2,1817
IHFA;27/12/2021;4.032,68;0,2685;1,0679;1,8503;2,456
IHFA;28/12/2021;4.032,76;0,002;1,0699;1,8523;2,2777
IHFA;29/12/2021;4.030,47;-0,0568;1,0125;1,7945;2,0323
IHFA;30/12/2021;4.040,91;0,259;1,2742;2,0581;2,086
IHFA;31/12/2021;4.040,03;-0,0218;1,2521;2,0359;2,0359
IHFA;03/01/2022;4.040,78;0,0186;0,0186;0,0186;2,0548
IHFA;04/01/2022;4.038,01;-0,0686;-0,05;-0,05;2,0916
IHFA;05/01/2022;4.014,68;-0,5778;-0,6275;-0,6275;1,3378
IHFA;06/01/2022;4.020,43;0,1432;-0,4851;-0,4851;1,8841
IHFA;07/01/2022;4.022,59;0,0537;-0,4317;-0,4317;1,5829
IHFA;10/01/2022;4.020,86;-0,043;-0,4745;-0,4745;0,9351
IHFA;11/01/2022;4.032,64;0,293;-0,1829;-0,1829;1,6244
IHFA;12/01/2022;4.042,77;0,2512;0,0678;0,0678;1,5715
IHFA;13/01/2022;4.031,63;-0,2756;-0,2079;-0,2079;1,535
IHFA;14/01/2022;4.043,70;0,2994;0,0908;0,0908;1,4802
IHFA;17/01/2022;4.044,11;0,0101;0,101;0,101;1,9749
IHFA;18/01/2022;4.044,11;0;0,101;0,101;1,9209
IHFA;19/01/2022;4.050,58;0,16;0,2611;0,2611;1,9468
IHFA;20/01/2022;4.064,28;0,3382;0,6002;0,6002;2,1566
IHFA;21/01/2022;4.050,45;-0,3403;0,2579;0,2579;2
IHFA;24/01/2022;4.040,88;-0,2363;0,021;0,021;2,0512
IHFA;25/01/2022;4.053,68;0,3168;0,3379;0,3379;2,4513
IHFA;26/01/2022;4.069,02;0,3784;0,7176;0,7176;2,9699
IHFA;27/01/2022;4.077,83;0,2165;0,9356;0,9356;3,88
IHFA;28/01/2022;4.080,12;0,0562;0,9923;0,9923;3,2811
IHFA;31/01/2022;4.091,00;0,2667;1,2616;1,2616;4,2309
IHFA;01/02/2022;4.096,58;0,1364;0,1364;1,3997;3,6107
IHFA;02/02/2022;4.092,98;-0,0879;0,0484;1,3106;3,0303
IHFA;03/02/2022;4.094,44;0,0357;0,0841;1,3468;2,7027
IHFA;04/02/2022;4.111,68;0,4211;0,5055;1,7735;3,0445
IHFA;07/02/2022;4.108,10;-0,0871;0,418;1,6849;2,5343
IHFA;08/02/2022;4.109,29;0,029;0,4471;1,7143;2,4178
IHFA;09/02/2022;4.113,45;0,1012;0,5488;1,8173;2,599
IHFA;10/02/2022;4.128,21;0,3588;0,9096;2,1827;3,2122
IHFA;11/02/2022;4.122,64;-0,1349;0,7734;2,0448;2,8074
IHFA;14/02/2022;4.133,21;0,2564;1,0318;2,3064;2,9411
IHFA;15/02/2022;4.144,05;0,2623;1,2967;2,5747;3,2111
IHFA;16/02/2022;4.145,22;0,0282;1,3253;2,6037;3,2403
IHFA;17/02/2022;4.132,01;-0,3187;1,0024;2,2767;2,6632
IHFA;18/02/2022;4.125,03;-0,1689;0,8318;2,1039;2,6725
IHFA;21/02/2022;4.118,77;-0,1518;0,6788;1,949;2,3974
IHFA;22/02/2022;4.128,67;0,2404;0,9208;2,194;3,5336
IHFA;23/02/2022;4.132,58;0,0947;1,0164;2,2908;3,4759
IHFA;24/02/2022;4.131,29;-0,0312;0,9848;2,2589;3,26
IHFA;25/02/2022;4.140,33;0,2188;1,2058;2,4827;4,9654
IHFA;02/03/2022;4.137,29;-0,0734;-0,0734;2,4074;4,6073
IHFA;03/03/2022;4.139,42;0,0515;-0,022;2,4601;4,9432
IHFA;04/03/2022;4.128,34;-0,2677;-0,2896;2,1859;4,6978
IHFA;07/03/2022;4.121,36;-0,1691;-0,4582;2,0131;3,9485
IHFA;08/03/2022;4.139,88;0,4494;-0,0109;2,4715;5,3922
IHFA;09/03/2022;4.163,01;0,5587;0,5478;3,044;5,8157
IHFA;10/03/2022;4.174,94;0,2866;0,8359;3,3393;6,1874
IHFA;11/03/2022;4.163,25;-0,28;0,5536;3,05;5,0922
IHFA;14/03/2022;4.161,62;-0,0392;0,5142;3,0096;5,0927
IHFA;15/03/2022;4.163,17;0,0372;0,5516;3,048;5,0258
IHFA;16/03/2022;4.180,27;0,4107;0,9647;3,4713;5,5442
IHFA;17/03/2022;4.197,38;0,4093;1,3779;3,8948;5,5722
IHFA;18/03/2022;4.216,15;0,4472;1,8313;4,3594;6,7518
IHFA;21/03/2022;4.239,96;0,5647;2,4063;4,9487;7,1073
IHFA;22/03/2022;4.259,92;0,4708;2,8884;5,4428;7,848
IHFA;23/03/2022;4.266,14;0,146;3,0386;5,5967;8,4662
IHFA;24/03/2022;4.284,17;0,4226;3,4741;6,043;9,4436
IHFA;25/03/2022;4.306,04;0,5105;4,0023;6,5844;9,5158
IHFA;28/03/2022;4.301,17;-0,1131;3,8847;6,4638;9,0207
IHFA;29/03/2022;4.303,43;0,0525;3,9393;6,5198;9,1169
IHFA;30/03/2022;4.294,86;-0,1991;3,7323;6,3076;8,5992
IHFA;31/03/2022;4.287,32;-0,1756;3,5502;6,121;8,1771
IHFA;01/04/2022;4.315,72;0,6624;0,6624;6,824;8,8037
IHFA;04/04/2022;4.321,24;0,1279;0,7912;6,9606;8,9429
IHFA;05/04/2022;4.319,86;-0,0319;0,759;6,9264;8,516
IHFA;06/04/2022;4.309,53;-0,2391;0,518;6,6707;8,2215
IHFA;07/04/2022;4.315,01;0,1272;0,6459;6,8064;8,3566
IHFA;08/04/2022;4.327,76;0,2955;0,9432;7,122;8,4559
IHFA;11/04/2022;4.318,84;-0,2061;0,7352;6,9012;8,1738
IHFA;12/04/2022;4.315,58;-0,0755;0,6592;6,8205;7,9697
IHFA;13/04/2022;4.320,88;0,1228;0,7828;6,9517;8,1198
IHFA;14/04/2022;4.331,49;0,2456;1,0302;7,2143;8,3715
IHFA;18/04/2022;4.335,14;0,0843;1,1154;7,3046;8,0797
IHFA;19/04/2022;4.343,38;0,1901;1,3076;7,5086;8,3218
IHFA;20/04/2022;4.347,19;0,0877;1,3964;7,6029;8,8041
IHFA;22/04/2022;4.339,14;-0,1852;1,2087;7,4037;8,7133
IHFA;25/04/2022;4.332,06;-0,1632;1,0435;7,2284;8,1155
IHFA;26/04/2022;4.324,09;-0,184;0,8576;7,0311;7,7021
IHFA;27/04/2022;4.330,61;0,1508;1,0097;7,1925;7,984
IHFA;28/04/2022;4.346,48;0,3665;1,3799;7,5853;8,1082
IHFA;29/04/2022;4.345,76;-0,0166;1,3631;7,5675;8,2616
IHFA;02/05/2022;4.338,55;-0,1659;-0,1659;7,3891;8,082
IHFA;03/05/2022;4.344,23;0,1309;-0,0352;7,5296;8,2291
IHFA;04/05/2022;4.367,72;0,5407;0,5053;8,1111;9,1905
IHFA;05/05/2022;4.353,47;-0,3263;0,1774;7,7584;8,5112
IHFA;06/05/2022;4.353,09;-0,0087;0,1687;7,749;8,4312
IHFA;09/05/2022;4.329,81;-0,5348;-0,367;7,1727;7,2367
IHFA;10/05/2022;4.333,87;0,0938;-0,2736;7,2732;7,6425
IHFA;11/05/2022;4.339,92;0,1396;-0,1344;7,423;7,6684
IHFA;12/05/2022;4.339,02;-0,0207;-0,1551;7,4007;8,4522
IHFA;13/05/2022;4.362,08;0,5315;0,3755;7,9715;8,9602
IHFA;16/05/2022;4.367,99;0,1355;0,5115;8,1178;8,6438
IHFA;17/05/2022;4.377,25;0,212;0,7246;8,347;8,6193
IHFA;18/05/2022;4.361,85;-0,3518;0,3702;7,9658;8,3369
IHFA;19/05/2022;4.365,84;0,0915;0,4621;8,0645;8,6857
IHFA;20/05/2022;4.370,28;0,1017;0,5642;8,1744;8,5484
IHFA;23/05/2022;4.381,87;0,2652;0,8309;8,4613;8,8433
IHFA;24/05/2022;4.372,90;-0,2047;0,6245;8,2393;8,2503
IHFA;25/05/2022;4.378,21;0,1214;0,7467;8,3707;8,6202
IHFA;26/05/2022;4.391,18;0,2962;1,0452;8,6918;8,7636
IHFA;27/05/2022;4.393,81;0,0599;1,1057;8,7569;8,52
IHFA;30/05/2022;4.387,34;-0,1473;0,9568;8,5967;8,1427
IHFA;31/05/2022;4.393,69;0,1447;1,1029;8,7539;8,1423
IHFA;01/06/2022;4.398,86;0,1177;0,1177;8,8819;7,9798
IHFA;02/06/2022;4.407,08;0,1869;0,3048;9,0853;8,0691
IHFA;03/06/2022;4.405,95;-0,0256;0,279;9,0574;8,0414
IHFA;06/06/2022;4.404,67;-0,0291;0,2499;9,0257;7,9454
IHFA;07/06/2022;4.406,15;0,0336;0,2836;9,0623;7,9481
IHFA;08/06/2022;4.410,66;0,1024;0,3862;9,1739;8,2166
IHFA;09/06/2022;4.410,74;0,0018;0,3881;9,1759;8,2831
IHFA;10/06/2022;4.411,45;0,0161;0,4042;9,1935;8,2355
IHFA;13/06/2022;4.410,41;-0,0236;0,3805;9,1678;8,3852
IHFA;14/06/2022;4.404,92;-0,1245;0,2556;9,0319;7,9531
IHFA;15/06/2022;4.411,04;0,1389;0,3949;9,1833;8,1066
IHFA;17/06/2022;4.393,67;-0,3938;-0,0005;8,7534;8,0495
IHFA;20/06/2022;4.393,54;-0,003;-0,0034;8,7502;8,0872
IHFA;21/06/2022;4.391,22;-0,0528;-0,0562;8,6928;7,6403
IHFA;22/06/2022;4.381,46;-0,2223;-0,2784;8,4512;7,3324
IHFA;23/06/2022;4.374,66;-0,1552;-0,4331;8,2829;7,0927
IHFA;24/06/2022;4.375,66;0,0229;-0,4104;8,3076;6,8519
IHFA;27/06/2022;4.382,52;0,1568;-0,2542;8,4774;7,1497
IHFA;28/06/2022;4.383,74;0,0278;-0,2265;8,5076;7,0631
IHFA;29/06/2022;4.380,23;-0,0801;-0,3063;8,4207;6,9739
IHFA;30/06/2022;4.376,35;-0,0886;-0,3947;8,3247;6,9701
IHFA;01/07/2022;4.371,48;-0,1113;-0,1113;8,2041;6,9732
IHFA;04/07/2022;4.369,29;-0,0501;-0,1613;8,1499;6,6237
IHFA;05/07/2022;4.359,80;-0,2172;-0,3782;7,915;6,4272
IHFA;06/07/2022;4.366,05;0,1434;-0,2354;8,0697;7,251
IHFA;07/07/2022;4.382,22;0,3704;0,1341;8,47;7,5275
IHFA;08/07/2022;4.384,67;0,0559;0,1901;8,5306;8,099
IHFA;11/07/2022;4.371,58;-0,2985;-0,109;8,2066;7,5801
IHFA;12/07/2022;4.366,28;-0,1212;-0,2301;8,0754;7,1085
IHFA;13/07/2022;4.365,61;-0,0153;-0,2454;8,0589;6,8546
IHFA;14/07/2022;4.366,50;0,0204;-0,2251;8,0809;6,8707
IHFA;15/07/2022;4.367,93;0,0327;-0,1924;8,1163;7,1856
IHFA;18/07/2022;4.366,96;-0,0222;-0,2146;8,0923;7,3551
IHFA;19/07/2022;4.373,30;0,1452;-0,0697;8,2492;8,4177
IHFA;20/07/2022;4.386,03;0,2911;0,2212;8,5643;8,3958
IHFA;21/07/2022;4.381,88;-0,0946;0,1264;8,4616;7,9467
IHFA;22/07/2022;4.374,72;-0,1634;-0,0372;8,2843;7,5668
IHFA;25/07/2022;4.379,24;0,1033;0,066;8,3962;7,7063
IHFA;26/07/2022;4.380,54;0,0297;0,0957;8,4284;7,8024
IHFA;27/07/2022;4.392,11;0,2641;0,3601;8,7148;8,6277
IHFA;28/07/2022;4.400,37;0,1881;0,5489;8,9192;8,5329
IHFA;29/07/2022;4.407,82;0,1693;0,7191;9,1036;9,4257
IHFA;01/08/2022;4.406,25;-0,0356;-0,0356;9,0648;9,3867
IHFA;02/08/2022;4.413,40;0,1623;0,1266;9,2418;9,5101
IHFA;03/08/2022;4.425,11;0,2653;0,3923;9,5316;9,6972
IHFA;04/08/2022;4.441,09;0,3611;0,7548;9,9272;10,2686
IHFA;05/08/2022;4.452,15;0,249;1,0057;10,2009;10,3388
IHFA;08/08/2022;4.458,07;0,133;1,14;10,3474;10,2274
IHFA;09/08/2022;4.454,98;-0,0693;1,0699;10,271;10,1028
IHFA;10/08/2022;4.457,25;0,051;1,1214;10,3272;10,0857
IHFA;11/08/2022;4.448,20;-0,203;0,9161;10,1031;9,9217
IHFA;12/08/2022;4.464,61;0,3689;1,2884;10,5093;10,4536
IHFA;15/08/2022;4.472,71;0,1814;1,4722;10,7098;10,833
IHFA;16/08/2022;4.468,06;-0,104;1,3667;10,5947;11,3618
IHFA;17/08/2022;4.474,57;0,1457;1,5144;10,7559;11,9247
IHFA;18/08/2022;4.481,68;0,1589;1,6757;10,9318;12,246
IHFA;19/08/2022;4.473,97;-0,172;1,5007;10,741;11,8697
IHFA;22/08/2022;4.482,05;0,1806;1,6841;10,941;11,7222
IHFA;23/08/2022;4.493,21;0,249;1,9372;11,2172;12,0314
IHFA;24/08/2022;4.504,37;0,2484;2,1904;11,4935;11,8251
IHFA;25/08/2022;4.502,13;-0,0497;2,1396;11,438;11,4637
IHFA;26/08/2022;4.506,75;0,1026;2,2444;11,5524;11,9575
IHFA;29/08/2022;4.517,73;0,2436;2,4935;11,8242;11,8247
IHFA;30/08/2022;4.513,24;-0,0994;2,3917;11,713;11,8268
IHFA;31/08/2022;4.515,16;0,0425;2,4352;11,7606;11,9531
IHFA;01/09/2022;4.528,52;0,2959;0,2959;12,0912;12,157
IHFA;02/09/2022;4.531,67;0,0696;0,3657;12,1692;12,4263
IHFA;05/09/2022;4.542,15;0,2313;0,5978;12,4286;12,5797
IHFA;06/09/2022;4.525,11;-0,3752;0,2204;12,0068;12,0557
IHFA;08/09/2022;4.521,96;-0,0696;0,1506;11,9289;12,4622
IHFA;09/09/2022;4.536,39;0,3191;0,4702;12,286;12,6452
IHFA;12/09/2022;4.540,42;0,0888;0,5594;12,3858;12,8111
IHFA;13/09/2022;4.541,69;0,028;0,5876;12,4172;12,5465
IHFA;14/09/2022;4.551,40;0,2138;0,8026;12,6576;12,8109
IHFA;15/09/2022;4.550,25;-0,0253;0,7772;12,6291;12,5695
IHFA;16/09/2022;4.544,65;-0,1231;0,6531;12,4905;12,4499
IHFA;19/09/2022;4.553,97;0,2051;0,8595;12,7212;12,9006
IHFA;20/09/2022;4.564,09;0,2222;1,0837;12,9717;13,8958
IHFA;21/09/2022;4.574,43;0,2266;1,3127;13,2276;13,8473
IHFA;22/09/2022;4.597,61;0,5067;1,8261;13,8014;14,1438
IHFA;23/09/2022;4.598,77;0,0252;1,8518;13,8301;13,5586
IHFA;26/09/2022;4.584,44;-0,3116;1,5344;13,4754;13,0595
IHFA;27/09/2022;4.581,13;-0,0722;1,4611;13,3935;12,9155
IHFA;28/09/2022;4.575,78;-0,1168;1,3426;13,261;13,3755
IHFA;29/09/2022;4.571,03;-0,1038;1,2374;13,1435;13,1908
IHFA;30/09/2022;4.582,61;0,2533;1,4939;13,4301;13,4506
IHFA;03/10/2022;4.608,62;0,5676;0,5676;14,0739;13,7917
IHFA;04/10/2022;4.600,24;-0,1818;0,3847;13,8665;14,0607
IHFA;05/10/2022;4.608,29;0,175;0,5604;14,0657;14,0965
IHFA;06/10/2022;4.622,42;0,3066;0,8687;14,4155;14,536
IHFA;07/10/2022;4.630,29;0,1703;1,0405;14,6103;14,3968
IHFA;10/10/2022;4.635,62;0,1151;1,1568;14,7422;14,1542
IHFA;11/10/2022;4.624,15;-0,2474;0,9065;14,4583;13,9214
IHFA;13/10/2022;4.617,21;-0,1501;0,755;14,2865;13,8219
IHFA;14/10/2022;4.617,47;0,0056;0,7607;14,293;13,6997
IHFA;17/10/2022;4.616,73;-0,016;0,7446;14,2746;13,3004
IHFA;18/10/2022;4.624,73;0,1733;0,9191;14,4727;13,4054
IHFA;19/10/2022;4.634,39;0,2089;1,1299;14,7118;14,1076
IHFA;20/10/2022;4.640,08;0,1228;1,2541;14,8526;14,3144
IHFA;21/10/2022;4.648,73;0,1864;1,4428;15,0667;14,8158
IHFA;24/10/2022;4.629,83;-0,4066;1,0304;14,5989;14,7941
IHFA;25/10/2022;4.614,13;-0,3391;0,6878;14,2103;14,1247
IHFA;26/10/2022;4.596,50;-0,3821;0,3031;13,7739;14,1177
IHFA;27/10/2022;4.611,50;0,3263;0,6304;14,1452;14,9023
IHFA;28/10/2022;4.616,65;0,1117;0,7428;14,2727;15,0593
IHFA;31/10/2022;4.644,19;0,5965;1,3438;14,9543;15,8216
IHFA;01/11/2022;4.648,04;0,0829;0,0829;15,0496;15,5246
IHFA;03/11/2022;4.661,36;0,2866;0,3697;15,3793;15,3756
IHFA;04/11/2022;4.661,97;0,0131;0,3828;15,3944;15,7052
IHFA;07/11/2022;4.640,01;-0,471;-0,09;14,8509;14,9459
IHFA;08/11/2022;4.631,23;-0,1892;-0,2791;14,6336;14,7494
IHFA;09/11/2022;4.625,46;-0,1246;-0,4033;14,4907;14,7
IHFA;10/11/2022;4.588,19;-0,8058;-1,2058;13,5682;13,4281
IHFA;11/11/2022;4.585,93;-0,0493;-1,2545;13,5123;12,8975
IHFA;14/11/2022;4.590,28;0,0949;-1,1608;13,6199;13,0884
IHFA;16/11/2022;4.574,77;-0,3379;-1,4948;13,236;12,9102
IHFA;17/11/2022;4.569,15;-0,1228;-1,6158;13,0969;13,1686
IHFA;18/11/2022;4.563,19;-0,1304;-1,7441;12,9494;13,0123
IHFA;21/11/2022;4.568,34;0,1129;-1,6332;13,0769;13,1264
IHFA;22/11/2022;4.562,92;-0,1186;-1,7499;12,9427;13,1099
IHFA;23/11/2022;4.553,13;-0,2146;-1,9607;12,7004;12,5452
IHFA;24/11/2022;4.565,19;0,2649;-1,7011;12,9989;12,7625
IHFA;25/11/2022;4.557,81;-0,1617;-1,86;12,8162;12,2901
IHFA;28/11/2022;4.557,34;-0,0103;-1,8701;12,8046;13,6794
IHFA;29/11/2022;4.564,96;0,1672;-1,706;12,9932;13,5955
IHFA;30/11/2022;4.573,72;0,1919;-1,5174;13,2101;14,6276
IHFA;01/12/2022;4.569,74;-0,087;-0,087;13,1115;14,8317
IHFA;02/12/2022;4.576,29;0,1433;0,0562;13,2737;14,3672
IHFA;05/12/2022;4.561,60;-0,321;-0,265;12,9101;13,9708
IHFA;06/12/2022;4.556,04;-0,1219;-0,3866;12,7724;13,3487
IHFA;07/12/2022;4.557,96;0,0421;-0,3446;12,82;13,0545
IHFA;08/12/2022;4.551,93;-0,1323;-0,4764;12,6707;12,6445
IHFA;09/12/2022;4.550,15;-0,0391;-0,5153;12,6266;12,9829
IHFA;12/12/2022;4.544,40;-0,1264;-0,6411;12,4843;12,5498
IHFA;13/12/2022;4.542,64;-0,0387;-0,6795;12,4407;12,7701
IHFA;14/12/2022;4.549,95;0,1609;-0,5197;12,6217;13,2071
IHFA;15/12/2022;4.549,31;-0,0141;-0,5337;12,6058;12,8455
IHFA;16/12/2022;4.546,49;-0,062;-0,5954;12,536;13,0644
IHFA;19/12/2022;4.552,08;0,123;-0,4731;12,6744;13,3049
IHFA;20/12/2022;4.563,09;0,2419;-0,2324;12,9469;14,188
IHFA;21/12/2022;4.567,47;0,096;-0,1367;13,0553;13,7519
IHFA;22/12/2022;4.569,22;0,0383;-0,0984;13,0987;13,7338
IHFA;23/12/2022;4.581,53;0,2694;0,1708;13,4034;13,9194
IHFA;26/12/2022;4.578,92;-0,057;0,1137;13,3388;13,8502
IHFA;27/12/2022;4.577,84;-0,0236;0,0901;13,312;13,5186
IHFA;28/12/2022;4.586,62;0,1918;0,282;13,5294;13,734
IHFA;29/12/2022;4.588,08;0,0318;0,314;13,5655;13,8349
IHFA;30/12/2022;4.592,07;0,087;0,4012;13,6643;13,6643
IHFA;02/01/2023;4.583,75;-0,1812;-0,1812;-0,1812;13,4583
IHFA;03/01/2023;4.581,85;-0,0415;-0,2226;-0,2226;13,3902
IHFA;04/01/2023;4.580,61;-0,0271;-0,2496;-0,2496;13,4373
IHFA;05/01/2023;4.581,57;0,021;-0,2287;-0,2287;14,1204
IHFA;06/01/2023;4.584,80;0,0705;-0,1583;-0,1583;14,0376
IHFA;09/01/2023;4.593,85;0,1974;0,0388;0,0388;14,2013
IHFA;10/01/2023;4.600,05;0,135;0,1738;0,1738;14,4046
IHFA;11/01/2023;4.614,80;0,3206;0,495;0,495;14,4362
IHFA;12/01/2023;4.626,19;0,2468;0,743;0,743;14,4312
IHFA;13/01/2023;4.631,17;0,1076;0,8515;0,8515;14,8709
IHFA;16/01/2023;4.631,57;0,0086;0,8602;0,8602;14,5379
IHFA;17/01/2023;4.632,65;0,0233;0,8837;0,8837;14,553
IHFA;18/01/2023;4.633,94;0,0278;0,9118;0,9118;14,5849
IHFA;19/01/2023;4.639,43;0,1185;1,0313;1,0313;14,5374
IHFA;20/01/2023;4.640,62;0,0256;1,0573;1,0573;14,1806
IHFA;23/01/2023;4.642,23;0,0347;1,0923;1,0923;14,6102
IHFA;24/01/2023;4.643,41;0,0254;1,118;1,118;14,9109
IHFA;25/01/2023;4.650,32;0,1488;1,2685;1,2685;14,7185
IHFA;26/01/2023;4.650,79;0,0101;1,2787;1,2787;14,2975
IHFA;27/01/2023;4.648,30;-0,0535;1,2245;1,2245;13,9895
IHFA;30/01/2023;4.640,47;-0,1684;1,054;1,054;13,7337
IHFA;31/01/2023;4.645,06;0,0989;1,1539;1,1539;13,5434
IHFA;01/02/2023;4.650,23;0,1113;0,1113;1,2665;13,5149
IHFA;02/02/2023;4.656,55;0,1359;0,2474;1,4042;13,7692
IHFA;03/02/2023;4.637,47;-0,4097;-0,1634;0,9887;13,2626
IHFA;06/02/2023;4.635,57;-0,041;-0,2043;0,9473;12,7415
IHFA;07/02/2023;4.637,30;0,0373;-0,1671;0,985;12,8819
IHFA;08/02/2023;4.641,66;0,094;-0,0732;1,0799;12,9553
IHFA;09/02/2023;4.628,05;-0,2932;-0,3662;0,7835;12,5102
IHFA;10/02/2023;4.634,35;0,1361;-0,2306;0,9207;12,2605
IHFA;13/02/2023;4.628,61;-0,1239;-0,3541;0,7957;12,273
IHFA;14/02/2023;4.628,73;0,0026;-0,3516;0,7983;11,9887
IHFA;15/02/2023;4.632,47;0,0808;-0,271;0,8798;11,7861
IHFA;16/02/2023;4.639,69;0,1559;-0,1156;1,037;11,9287
IHFA;17/02/2023;4.633,23;-0,1392;-0,2547;0,8963;12,1302
IHFA;22/02/2023;4.630,43;-0,0604;-0,315;0,8354;12,1531
IHFA;23/02/2023;4.630,44;0,0002;-0,3147;0,8356;12,0472
IHFA;24/02/2023;4.638,54;0,1749;-0,1404;1,012;12,2782
IHFA;27/02/2023;4.633,74;-0,1035;-0,2437;0,9074;11,9172
IHFA;28/02/2023;4.636,10;0,0509;-0,1929;0,9588;11,9742
IHFA;01/03/2023;4.637,40;0,028;0,028;0,9871;12,0056
IHFA;02/03/2023;4.636,20;-0,0259;0,0022;0,961;12,0589
IHFA;03/03/2023;4.635,75;-0,0097;-0,0075;0,9512;11,9903
IHFA;06/03/2023;4.641,06;0,1145;0,107;1,0668;12,4195
